
11565
11565
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS400 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-174.00 FA0 FB0 PS430 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS453 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS460 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS463 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS468 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS469 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS478 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS473 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS469 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS473 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS469 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS469 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS469 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS473 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS468 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS477 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS473 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS476 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS471 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS478 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS474 DI0
PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS470 DI0
