
T20134 PH17.32 LV0.46 AV20.42 CU-514.00 FA0 FB0 PS464
T20139 PFB0 PS503
T20129 PH17.32 LV0.46 AV20.42 CU32.00 FA0 FB0 PS485
T20134 PH17.32 LV0.46 AV20.42 CU-514.00 FA0 FB0 PS464
T20139 P11565
11565
11565
T1 PH0.00 LV0.00 AV0.00 CU-80.00 FA0 FB0 PS417
T3 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS442
T6 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS460
T8 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS474
T12 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T16 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS490
T20 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS488
T25 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS485
T29 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS487
T33 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS494
T37 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS493
T41 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS488
T46 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T50 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS488
T54 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T58 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS492
T62 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T66 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T70 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS489
T74 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T78 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS492
T82 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T88 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS487
T92 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS491
T96 PH0.00 LV0.00 AV0.00 CU-80.00 FA0 FB0 PS493
T100 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS491
T104 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS486
T108 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS487
T112 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS494
T116 PH0.00 LV0.00 AV0.00 CU-56.00 FA0 FB0 PS494
T120 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS489
T125 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T130 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS489
T134 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS495
T138 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T142 PH0.00 LV0.00 AV0.00 CU-56.00 FA0 FB0 PS488
T146 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS487
T151 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS491
T155 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS495
T159 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS493
T163 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS486
T167 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS488
T172 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS493
T176 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T181 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS490
T185 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS486
T189 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS488
T193 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T197 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS493
T201 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS487
T205 PH0.00 LV0.00 AV0.00 CU-62.00 FA0 FB0 PS486
T210 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS489
T215 PH0.00 LV0.00 AV0.00 CU-68.00 FA0 FB0 PS494
T219 PH0.00 LV0.00 AV0.00 CU-74.00 FA0 FB0 PS492
